budget,casting,director,distributor,duration,entries,film_id,genres,img_src,nationality,release,synopsis,title
,Benoît Poelvoorde|Albert Dupontel|Brigitte Fontaine|Areski Belkacem|Bouli Lanners|Serge Larivière|Stéphanie Pillonca|Miss Ming,Benoît Delépine|Gustave Kervern,Ad Vitam,92,185066,195334,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/90/17/40/20086704.jpg,France,2012-06-06,"Les Bonzini tiennent le restaurant 'la Pataterie' dans une zone commerciale. Leur fils ainé, Not, est le plus vieux punk à chien d'Europe. Son frère, Jean Pierre, est vendeur dans un magasin de literie. Quand Jean Pierre est licencié, les 2 frères se retrouvent. Le Grand Soir, c'est l'histoire d'une famille qui décide de faire la révolution... à sa manière.",Le Grand soir
70000000USD,Danny DeVito|Ed Helms|Zac Efron|Taylor Swift|Betty White|Rob Riggle|Jenny Slate|Nasim Pedrad|François Berléand|Kev Adams|Alexandra Lamy,Chris Renaud|Kyle Balda,Universal Pictures International France,87,242645,170530,Animation|Comédie|Famille,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/90/93/07/20164504.jpg,U.S.A.,2012-07-18,"Pour conquérir le cœur de sa jolie voisine, Audrey, Ted va s’échapper de Thneedville, un monde totalement artificiel où toute végétation a définitivement disparu, pour partir en quête d’un arbre vivant. Ted va rencontrer le Gash-pilleur, un vieil ermite aigri reclus dans sa cabane au milieu de nulle part, et découvrir la légende du Lorax, cette créature aussi renfrognée que craquante qui vit dans la magnifique vallée de Truffala et lutte avec ardeur pour la protection de la nature. Avec l’aide de sa grand-mère, Mamie Norma, Ted va devoir déjouer les pièges de O’Hare et ses sbires pour rapporter à Audrey la dernière graine d’arbre vivant au monde. Sans le savoir, le jeune garçon va transformer le destin de Thneedville.",Le Lorax
23000000USD,Gina Carano|Michael Fassbender|Ewan McGregor|Bill Paxton|Channing Tatum|Mathieu Kassovitz|Michael Angarano|Antonio Banderas,Steven Soderbergh,UGC Distribution,93,92437,172392,Action,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/90/62/31/20105021.jpg,U.S.A.|Irlande,2012-07-11,"Agent d’élite, Mallory Kane est spécialiste des missions dans les endroits les plus risqués de la planète. Après avoir réussi à libérer un journaliste chinois retenu en otage à Barcelone, elle découvre qu’il a été assassiné – et que tous les indices l’accusent. Elle est désormais la cible de tueurs qui semblent en savoir beaucoup trop sur elle… Mallory a été trahie. Mais par qui ? Et pourquoi ?",Piégée
150000000USD,Noomi Rapace|Michael Fassbender|Charlize Theron|Idris Elba|Guy Pearce|Logan Marshall-Green|Sean Harris|Rafe Spall,Ridley Scott,Twentieth Century Fox France,123,812356,141564,Science Fiction|Thriller,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/85/32/85/20022460.jpg,U.S.A.,2012-05-19,"Une équipe d’explorateurs découvre un indice sur l’origine de l’humanité sur Terre. Cette découverte les entraîne dans un voyage fascinant jusqu’aux recoins les plus sombres de l’univers. Là-bas, un affrontement terrifiant qui décidera de l’avenir de l’humanité les attend.",Prometheus
225000000USD,Will Smith|Tommy Lee Jones|Josh Brolin|Jemaine Clement|Michael Stuhlbarg|Emma Thompson|Bill Hader|Alice Eve|Yuri Lowenthal,Barry Sonnenfeld,Sony Pictures Releasing France,104,802879,139622,Action|Comédie|Science Fiction,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/89/36/03/20072335.jpg,U.S.A.,2012-05-12,"En quinze ans de carrière chez les Men in Black, l’agent J a vu beaucoup de phénomènes inexplicables… Mais rien, pas même le plus étrange des aliens, ne le laisse aussi perplexe que son partenaire, le sarcastique K. ",Men In Black III
,Nahed El Sebaï|Bushra Rozza|Nelly Karim|Omar El Saeed|Basem Samrah|Ahmed El Fishawy|Maged El Kedwany|Sawsan Badr,Mohamed Diab,Pyramide Distribution,100,61176,193512,Drame,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/89/84/19/20086229.jpg,Egypte,2012-05-30,"Fayza, Seba et Nelly, trois femmes d’aujourd’hui, aux vies totalement différentes, s’unissent pour combattre le machisme impuni qui sévit au Caire dans les rues, dans les bus et dans leurs maisons. Déterminées, elles vont dorénavant humilier ceux qui les humiliaient. Devant l’ampleur du mouvement, l’atypique inspecteur Essam mène l’enquête. Qui sont ces mystérieuses femmes qui ébranlent une société basée sur la suprématie de l’homme ?",Les Femmes du Bus 678
,Roschdy Zem|Leïla Bekhti|Marc Lavoine|Nicolas Bridet|Nicolas Marié|Nina Meurisse|Eric Bougnon|Adrien Jolivet,Pierre Jolivet,Mars Films,105,184765,194920,Policier,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/86/84/52/20097158.jpg,France,2012-07-11,"Lucas a 46 ans. Un grand flic, patron au trafic d’armes à Marseille. ",Mains armées
42000000USD,Jonah Hill|Channing Tatum|Brie Larson|Dave Franco|Rob Riggle|Ice Cube|DeRay Davis|Dax Flame,Phil Lord|Christopher Miller,Sony Pictures Releasing France,109,144955,49775,Comédie|Policier,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/73/46/24/20086654.jpg,U.S.A.,2012-06-06,"Au lycée, Schmidt et Jenko étaient les pires ennemis, mais ils sont devenus potes à l’école de police. Aujourd’hui, ils sont loin de faire partie de l’élite des flics, mais ça pourrait changer… Mutés dans l’unité secrète de la police, l’équipe du 21 Jump Street, dirigée par le capitaine Dickson, ils vont troquer leur arme et leur badge contre un sac à dos et se servir de leur physique juvénile pour infiltrer un lycée. ",21 Jump Street
,Valérie Lemercier|Denis Podalydès|Isabelle Candelier|Bruno Podalydès|Samir Guesmi|Michel Vuillermoz|Pierre Arditi|Benoît Hamon,Bruno Podalydès,UGC Distribution,100,265725,197440,Comédie,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/90/68/23/20108174.jpg,France,2012-06-20,"Mémé is dead. Berthe n'est plus. Armand avait ""un peu"" oublié sa grand-mère… Pharmacien, il travaille avec sa femme Hélène à Chatou. Dans un tiroir de médicaments, Armand cache ses accessoires de magie car il prépare en secret un tour pour l'anniversaire de la fille… de son amante Alix. Et mémé dans tout ça ? On l'enterre ou on l'incinère ? Qui était Berthe ?",Adieu Berthe ou l'enterrement de mémé
25000000USD,Garrett Hedlund|Sam Riley|Kristen Stewart|Amy Adams|Tom Sturridge|Alice Braga|Elisabeth Moss|Kirsten Dunst,Walter Salles,MK2 Diffusion,140,150754,181593,Drame,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/83/04/97/20092801.jpg,France|Grande-Bretagne|U.S.A.,2012-05-23,"Au lendemain de la mort de son père, Sal Paradise, apprenti écrivain new-yorkais, rencontre Dean Moriarty, jeune ex-taulard au charme ravageur, marié à la très libre et très séduisante Marylou. Entre Sal et Dean, l’entente est immédiate et fusionnelle. Décidés à ne pas se laisser enfermer dans une vie trop étriquée, les deux amis rompent leurs attaches et prennent la route avec Marylou. Assoiffés de liberté, les trois jeunes gens partent à la rencontre du monde, des autres et d’eux-mêmes.",Sur la route
7000000USD,Patrick Huard|Julie LeBreton|Antoine Bertrand|Dominic Philie|Marc Bélanger|Igor Ovadis|David Michael|Patrick Martin,Ken Scott,Diaphana Distribution,109,101512,182935,Comédie,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/82/31/84/20079900.jpg,Canada,2012-06-27,"Alors qu’il s’apprête à être père, David Wosniak, éternel adolescent de 42 ans, découvre être le géniteur anonyme de 533 enfants déterminés à le retrouver.",Starbuck
20000000EUR,Marion Cotillard|Matthias Schoenaerts|Armand Verdure|Céline Sallette|Corinne Masiero|Bouli Lanners|Mourad Frarema|Jean-Michel Correia,Jacques Audiard,UGC Distribution,120,651578,172976,Drame,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/89/84/98/20087993.jpg,France|Belgique,2012-05-17,Ça commence dans le Nord. ,De rouille et d'os
,Patrick Chesnais|Jeanne Lambert|Miou-Miou|Jacques Weber|Xavier Gallais|Raphaëline Goupilleau|Didier Bénureau|Urbain Cancelier,Jean Becker,StudioCanal,90,100361,195519,Drame,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/90/28/68/20090027.jpg,France,2012-06-13,"Malgré sa renommée, Taillandier, la soixantaine, a brusquement cessé de peindre. En pleine déprime, il décide de partir de chez lui, sans but précis et sans donner d’explication à ses proches. Au cours de son périple, il fait l’étrange rencontre d’une adolescente égarée, Marylou, que sa mère a rejetée. La gamine perdue et l’homme au bout du rouleau feront un bout de chemin ensemble. Finalement, vivant tels un père et sa fille, dans la quiétude d’une maison de location, ils se feront « la courte échelle » et retrouveront un nouveau sens à leur vie.",Bienvenue Parmi Nous
15000000EUR,Sophie Marceau|Gad Elmaleh|Maurice Barthélémy|François Berléand|Michaël Abiteboul|Julie-Anne Roth|Macha Méril|François Vincentelli,James Huth,Pathé,110,546052,191481,Comédie|Romance,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/84/71/57/20093208.jpg,France,2012-06-27,"Sacha aime ses amis, son piano, la fête. ",Un Bonheur n'arrive jamais seul
20500000USD,Robert Pattinson|Juliette Binoche|Sarah Gadon|Mathieu Amalric|Jay Baruchel|Kevin Durand|K'Naan|Emily Hampshire,David Cronenberg,Stone Angels,108,134570,143756,Drame,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/84/59/53/20080335.jpg,France|Canada,2012-05-25,"Dans un New York en ébullition, l'ère du capitalisme touche à sa fin. Eric Packer, golden boy de la haute finance, s’engouffre dans sa limousine blanche. Alors que la visite du président des Etats-Unis paralyse Manhattan, Eric Packer n’a qu’une seule obsession : une coupe de cheveux chez son coiffeur à l’autre bout de la ville. Au fur et à mesure de la journée, le chaos s’installe, et il assiste, impuissant, à l’effondrement de son empire. Il est aussi certain qu’on va l’assassiner. Quand ? Où ? Il s’apprête à vivre les 24 heures les plus importantes de sa vie.",Cosmopolis
,Judi Dench|Tom Wilkinson|Maggie Smith|Bill Nighy|Penelope Wilton|Celia Imrie|Dev Patel|Ronald Pickup,John Madden,Twentieth Century Fox France,125,101379,186338,Comédie dramatique,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/88/85/14/20027434.jpg,Grande-Bretagne,2012-05-09,"L'Angleterre n’est plus faite pour les seniors, même la retraite se délocalise ! Plusieurs retraités britanniques coupent toutes leurs attaches et partent s’établir en Inde, dans ce qu’ils croient être un palace au meilleur prix. Bien moins luxueux que la publicité ne le laissait entendre, cet hôtel délabré au charme indéfinissable va bouleverser leurs vies de façon inattendue.",Indian Palace
,Josiane Balasko|Mathilde Seigner|Marina Foïs|Serge Hazanavicius|Michel Vuillermoz|Thomas Gerard|Mathieu Rousseau,Alexandra Leclère,Wild Bunch Distribution,88,116694,190229,Comédie dramatique,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/89/64/77/20059952.jpg,France,2012-05-09,"Alice, femme au foyer sans enfant, apprend à sa soeur Sandrine que leur mère, dont elles sont sans nouvelles depuis vingt ans, vient vivre à Paris. Alice lui a trouvé un petit appartement et l'accueille à la gare, sans recevoir un quelconque merci de la part de celle qui n'a jamais manqué une occasion de la rabrouer. Sandrine, elle, ne pardonne pas à sa mère son silence .",Maman
50000000USD,Jason Biggs|Alyson Hannigan|Chris Klein|Thomas Ian Nicholas|Tara Reid|Seann William Scott|Mena Suvari|Eddie Kaye Thomas,Jon Hurwitz|Hayden Schlossberg,Universal Pictures International France,114,829241,188521,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/88/73/71/20017367.jpg,U.S.A.,2012-05-02,"Comme le temps passe…Souvenez-vous de cette année 1999 où quatre lycéens d’une petite ville du Michigan décidèrent d’en finir avec… leur virginité. Quête héroïque, burlesque, inoubliable… Une décennie plus tard, Jim (Jason Biggs) et Michelle (Alyson Hannigan) sont mariés, Kevin (Thomas Ian Nicholson) et Vicky (Tara Reid) sont séparés, Oz (Chris Klein) et Heather (Mena Suvari) se sont éloignés à contrecœur, tandis que Finch (Eddie Kaye Thomas) soupire encore après… l’extravagante mère de Stifler (Jennifer Coolidge). Quant à Stifler (Seann William Scott), rien ne le changera jamais. Amis d’hier, amis de toujours, ces jeunes hommes attendaient depuis longtemps de pouvoir se réunir le temps d’un week-end pour se remémorer leurs exploits d’antan et y puiser de nouvelles inspirations. Que la fête commence, l’heure du checkup hormonal a sonné…",American Pie 4
,Henry Cavill|Bruce Willis|Sigourney Weaver|Verónica Echegui|Roschdy Zem|Joseph Mawle|Caroline Goodall|Rafi Gavron|Laura Bayonas,Mabrouk el Mechri,SND,93,94055,140288,Action|Thriller,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/88/96/93/20059966.jpg,U.S.A.,2012-05-02,"Will Shaw, un étudiant américain, part en Espagne rejoindre sa famille pour une croisière pendant les vacances. Mais à son arrivée, il découvre un bateau vide et des traces de sang. Il est contacté par une mystérieuse organisation qui lui apprend que son père est en réalité un agent de la CIA. Celui-ci a disparu avec des documents importants. Will dispose de quelques jours pour le retrouver s’il veut sauver le reste de sa famille.",Sans Issue
,Juliette Arnaud|Corinne Puget|Christine Anglio|Jacques Weber|Maria Pacôme|Pierre Boulanger|Christelle Chollet|Marc Duret,Corinne Puget|Juliette Arnaud,SND,84,96020,135535,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/90/01/76/20076952.jpg,France,2012-06-06,"Chloé, Léonie et Pénélope, trois amies d’enfance qui se sont perdues de vue depuis de nombreuses années, sont convoquées chez le notaire.",Arrête de pleurer Pénélope
,Bruce Willis|Edward Norton|Bill Murray|Frances McDormand|Tilda Swinton|Jared Gilman|Kara Hayward|Jason Schwartzman,Wes Anderson,StudioCanal,94,212003,187864,Comédie|Drame,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/88/64/21/20079610.jpg,U.S.A.,2012-05-16,"Sur une île au large de la Nouvelle-Angleterre, au cœur de l’été 1965, Suzy et Sam, douze ans, tombent amoureux, concluent un pacte secret et s’enfuient ensemble. Alors que chacun se mobilise pour les retrouver, une violente tempête s’approche des côtes et va bouleverser davantage encore la vie de la communauté.",Moonrise Kingdom
,Fred Testot|Jonathan Lambert|Arié Elmaleh|Ary Abittan|Laurence Arné|Gyselle Soares|Charlie Bruneau|Anne Depetrini,Arnaud Lemort,StudioCanal,95,183898,197678,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/89/69/08/20062262.jpg,France,2012-05-02,"Franck a tout pour être heureux. Une jolie fiancée brésilienne, un boulot intéressant et pourtant… En vacances sur une plage de rêve à l’île Maurice, il déprime. De retour à Paris, le diagnostic du médecin tombe : il est en dépression. Quand il retrouve sa bande de potes qu’il n’a pas vus depuis 6 mois, il leur annonce la nouvelle. Chacun va s’investir pour lui faire remonter la pente. Mais on s’aperçoit très vite qu’ils sont aussi déprimés que lui. C’est finalement tous ensemble qu’ils vont essayer de retrouver un équilibre.",Dépression et des Potes
,Nina Hoss|Ronald Zehrfeld|Rainer Bock|Christina Hecke|Claudia Geisler|Rosa Enskat|Jasna Fritzi Bauer|Mark Waschke,Christian Petzold,Pyramide Distribution,105,85620,200727,Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/89/29/14/20074920.jpg,Allemagne,2012-05-02,"Eté 1980. Barbara est chirurgien-pédiatre dans un hôpital de Berlin-Est. Soupçonnée de vouloir passer à l’Ouest, elle est mutée par les autorités dans une clinique de province, au milieu de nulle part. Tandis que son amant Jörg, qui vit à l’Ouest, prépare son évasion, Barbara est troublée par l’attention que lui porte André, le médecin-chef de l’hôpital. La confiance professionnelle qu’il lui accorde, ses attentions, son sourire... Est-il amoureux d’elle ? Est-il chargé de l’espionner ?",Barbara
,Elie Semoun|Joséphine de Meaux|François Viette|Pierre-François Martin-Laval|Héléna Noguerra|Bruno Salomone|Juliette Chappey|Cyril Lecomte,Philippe de Chauveron,UGC Distribution,94,532593,195874,Comédie|Famille,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/86/68/24/20034402.jpg,France,2012-04-25,"La cloche sonne et c’est la libération pour l’élève Ducobu : enfin les vacances, loin de Latouche et de ses dictées diaboliques !!! BD, Club Mickey, glaces à gogo... Ducobu a à peine le temps de se réjouir que son père lui annonce un tout autre programme : ils partent avec la famille Gratin. Avec Léonie et sa mère, c’est plutôt réveil aux aurores, musées et révisions. Et pour couronner le tout... Ducobu tombe sur Latouche et Mademoiselle Rateau venus eux aussi en vacances au camping. Le Cauchemar !!! Heureusement le hasard met sur son chemin une carte mystérieuse. Grâce à son ingéniosité, Ducobu en décode l’énigme et se lance à la recherche d’un trésor de pirates perdu. Le roi de la triche devient le roi de l’aventure et les vraies vacances peuvent commencer !",Les Vacances de Ducobu
3395000USD,Kevin Spacey|Paul Bettany|Jeremy Irons|Zachary Quinto|Penn Badgley|Simon Baker|Mary McDonnell|Demi Moore,J.C. Chandor,ARP Sélection,107,130532,181773,Drame|Thriller,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/82/76/31/19860753.jpg,U.S.A.,2012-05-02,"Pour survivre à Wall Street, sois le premier, le meilleur ou triche. La dernière nuit d’une équipe de traders, avant le crash. Pour sauver leur peau, un seul moyen : ruiner les autres…",Margin Call
1100000USD,Iko Uwais|Yayan Ruhian|Joe Taslim|Pierre Gruno|Ray Sahetapy|Ananda George|Donny Alamsyah|Verdi Solaiman,Gareth Evans,SND,101,117503,196589,Action|Arts Martiaux|Thriller,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/85/95/62/20057104.jpg,U.S.A.|Indonésie,2012-06-20,"Au cœur des quartiers pauvres de Jakarta, se trouve une citadelle imprenable dans laquelle se cache le plus dangereux trafiquant du pays. Une équipe de policiers d’élite est envoyée donner l’assaut lors d’un raid secret mené aux premières lueurs du jour. Mais grâce à ses indics, le baron de la drogue est déjà au courant et a eu amplement le temps de se préparer. A l’instant où le groupe d’intervention pénètre dans l’immeuble, le piège se referme : les portes sont condamnées, l’électricité est coupée et une armée d’hommes surentrainés débarque. Piégés dans cet immeuble étouffant, les policiers vont devoir se battre étage après étage pour avoir une chance de survivre.",The Raid
220000000USD,Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson|Jeremy Renner|Tom Hiddleston|Stellan Skarsgård|Paul Bettany|Lou Ferrigno,Joss Whedon,The Walt Disney Company France,143,2041362,130440,Action|Aventure|Science Fiction,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/85/31/58/20042068.jpg,U.S.A.,2012-04-25,"Lorsque Nick Fury, le directeur du S.H.I.E.L.D., l'organisation qui préserve la paix au plan mondial, cherche à former une équipe de choc pour empêcher la destruction du monde, Iron Man, Hulk, Thor, Captain America, Hawkeye et Black Widow répondent présents.",Avengers
,Patrick Bruel|Valérie Benguigui|Charles Berling|Guillaume De Tonquédec|Judith El Zein|Françoise Fabian|Yaniss Lespert|Miren Pradier,Alexandre De La Patellière|Matthieu Delaporte,Pathé,109,1086313,188448,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/86/88/02/20057116.jpg,France,2012-04-25,"Vincent, la quarantaine triomphante, va être père pour la première fois. Invité à dîner chez Élisabeth et Pierre, sa sœur et son beau-frère, il y retrouve Claude, un ami d’enfance. ",Le Prénom
30000000USD,Kristen Connolly|Chris Hemsworth|Anna Hutchison|Fran Kranz|Jesse Williams|Richard Jenkins|Bradley Whitford|Brian J. White,Drew Goddard,Metropolitan FilmExport,95,154872,137973,Epouvante-horreur|Thriller,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/71/78/46/19997460.jpg,U.S.A.,2012-05-02,"Cinq amis partent passer le week-end dans une cabane perdue au fond des bois. Ils n’ont aucune idée du cauchemar qui les y attend, ni de ce que cache vraiment la cabane dans les bois…",La Cabane dans les bois
60000000USD,Julia Roberts|Lily Collins|Armie Hammer|Nathan Lane|Mare Winningham|Michael Lerner|Robert Emms|Sean Bean,Tarsem Singh,Metropolitan FilmExport,105,310673,185932,Aventure|Comédie|Fantastique,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/86/19/61/20050064.jpg,U.S.A.,2012-04-11,"Lorsque son père, le Roi, meurt, Blanche Neige est en danger. Sa belle-mère, cruelle et avide de pouvoir, l’évince pour s’emparer du trône. Quand la jeune femme attire malgré tout l’attention d’un Prince aussi puissant que séduisant, l’horrible marâtre ne lui laisse aucune chance et la bannit. Blanche Neige se réfugie alors dans la forêt… Recueillie par une bande de nains hors-la-loi au grand cœur, Blanche Neige va trouver la force de sauver son royaume des griffes de la méchante Reine. Avec l’aide de ses nouveaux amis, elle est décidée à passer à l’action pour reconquérir sa place et le cœur du Prince…",Blanche Neige
209000000USD,Taylor Kitsch|Rihanna|Liam Neeson|Alexander Skarsgård|Brooklyn Decker|Tadanobu Asano|Hamish Linklater|Jesse Plemons,Peter Berg,Universal Pictures International France,130,567346,146628,Action|Science Fiction|Thriller,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/74/29/79/20066543.jpg,U.S.A.,2012-04-11,"Océan Pacifique… Au large d’Hawaï, l’US Navy déploie toute sa puissance. Mais bientôt, une forme étrange et menaçante émerge à la surface des eaux, suivie par des dizaines d’autres dotées d’une puissance de destruction inimaginable.",Battleship
50000000USD,Matt Damon|Scarlett Johansson|Thomas Haden Church|Colin Ford|Maggie Elizabeth Jones|Angus Macfadyen|Elle Fanning|Patrick Fugit,Cameron Crowe,Twentieth Century Fox France,123,264147,182075,Comédie|Drame|Famille,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/89/05/63/20036568.jpg,U.S.A.,2012-04-18,"Père célibataire, Benjamin Mee a bien du mal à élever ses deux jeunes enfants. Espérant resserrer les liens familiaux, il décide de prendre un nouveau départ, plaque son travail et achète une vieille maison sur une immense propriété, qui a la particularité d’abriter un zoo délabré. Plusieurs dizaines d’animaux, ours, tigres et bien d’autres, vivent en effet au Rosemoor Animal Park, où la gardienne Kelly Foster et son équipe dévouée tentent de maintenir les installations tant bien que mal. Sans la moindre expérience, avec très peu de temps et d’argent, Benjamin Mee et les siens vont tout mettre en œuvre pour réhabiliter le zoo et vivre ainsi leur plus grande aventure…",Nouveau Départ
200000000USD,Leonardo DiCaprio|Kate Winslet|Billy Zane|Kathy Bates|Frances Fisher|Gloria Stuart|Bill Paxton|Bernard Hill,James Cameron,The Walt Disney Company France,194,498212,5818,Drame|Romance,https://fr.web.img6.acsta.net/c_310_420/pictures/23/01/10/16/06/0622119.jpg,U.S.A.,1998-01-07,"Southampton, 10 avril 1912. Le paquebot le plus grand et le plus moderne du monde, réputé pour son insubmersibilité, le ""Titanic"", appareille pour son premier voyage. Quatre jours plus tard, il heurte un iceberg. A son bord, un artiste pauvre et une grande bourgeoise tombent amoureux.",Titanic
,Leticia Dolera|Diego Martín|Ismael Martínez|Àlex Monner|Claire Baschet|Sr. B|Jana Soler|Emilio Mencheta,Paco Plaza,Wild Side Films / Le Pacte,80,190352,175254,Drame|Epouvante-horreur|Thriller,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/89/20/38/20031801.jpg,Espagne,2012-04-04,C'est le plus beau jour de leur vie : Koldo et Clara se marient !,[REC]³ Génesis
45000000USD,Matthew Broderick|Jonathan Taylor|James Earl Jones|Madge Sinclair|Rowan Atkinson|Jeremy Irons|Nathan Lane|Whoopi Goldberg|Emmanuel Curtil|Dimitri Rougeul|Jean Reno|Nicole Raucher|Michel Prud'homme|Jean-Philippe Puymartin|Morgan Flahault|Sybille Tureau,Roger Allers|Rob Minkoff,The Walt Disney Company France,89,210904,10862,Aventure|Animation|Famille|Comédie musicale,https://fr.web.img6.acsta.net/c_310_420/pictures/22/09/20/12/10/2512840.jpg,U.S.A.,1994-11-23,"Sur les Hautes terres d’Afrique règne un lion tout-puissant, le roi Mufasa, que tous les hôtes de la jungle respectent et admirent pour sa sagesse et sa générosité. Son jeune fils Simba sait qu’un jour il lui succédera, conformément aux lois universelles du cycle de la vie, mais il est loin de deviner les épreuves et les sacrifices que lui imposera l’exercice du pouvoir. Espiègle, naïf et turbulent, le lionceau passe le plus clair de son temps à jouer avec sa petite copine Nala et à taquiner Zazu, son digne précepteur. Son futur royaume lui apparaît en songe comme un lieu enchanté où il fera bon vivre, s’amuser et donner des ordres. Cependant, l’univers de Simba n’est pas aussi sûr qu’il le croie. Scar, le frère de Mufasa, aspire en effet depuis toujours au trône. Maladivement jaloux de son aîné, il intrigue pour l’éliminer en même temps que son successeur. Misant sur la curiosité enfantine et le tempérament aventureux de Simba, il révèle à celui-ci l’existence d’un mystérieux et dangereux cimetière d’éléphants. Simba, oubliant les avertissements répétés de son père, s’y rend aussitôt en secret avec Nala et se fait attaquer par 3 hyènes féroces. Par chance, Mufasa arrive à temps pour sauver l’imprudent lionceau et sa petite compagne. Mais Scar ne renonce pas à ses sinistres projets. Aidé des 3 hyènes, il attire Simba dans un ravin et lance à sa poursuite un troupeau de gnous. N’écoutant que son courage, Mufasa sauve à nouveau son fils et tente de se mettre à l’abri en gravissant la falaise. Repoussé par son frère félon, il périt sous les sabots des gnous affolés. Scar blâme alors l’innocent Simba pour la mort du Roi et le persuade de quitter pour toujours les Hautes terres. Simba se retrouve pour la première fois seul et démuni face à un monde hostile. C’est alors que le destin place sur sa route un curieux tandem d’amis...",Le Roi Lion
40000000EUR,Jamel Debbouze|Alain Chabat|Fred Testot|Lambert Wilson|Géraldine Nakache|Patrick Timsit|Liya Kebede|Dalip Singh,Alain Chabat,Pathé,105,1728270,174738,Aventure|Comédie|Famille,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/86/13/20/20024574.jpg,France,2012-04-04,"Quand Dan Geraldo, reporter en quête de scoop, arrive en Palombie, il ne se doute pas qu’il va faire la plus incroyable des découvertes… Avec Pablito, guide local plein de ressources, ils vont aller de surprise en surprise au cours d’une aventure trépidante et surtout révéler une nouvelle extraordinaire : Le Marsupilami, animal mythique et facétieux, existe vraiment !!!",Sur la piste du Marsupilami
78000000USD,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks|Lenny Kravitz|Wes Bentley|Donald Sutherland,Gary Ross,Metropolitan FilmExport,142,509426,145083,Action|Drame|Science Fiction,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/85/51/91/20018884.jpg,U.S.A.,2012-03-21,"Chaque année, dans les ruines de ce qui était autrefois l'Amérique du Nord, le Capitole, l'impitoyable capitale de la nation de Panem, oblige chacun de ses douze districts à envoyer un garçon et une fille - les ""Tributs"" - concourir aux Hunger Games. A la fois sanction contre la population pour s'être rebellée et stratégie d'intimidation de la part du gouvernement, les Hunger Games sont un événement télévisé national au cours duquel les tributs doivent s'affronter jusqu'à la mort. L'unique survivant est déclaré vainqueur.",Hunger Games
,Manu Payet|Clovis Cornillac|Douglas Attal|Pascal Demolon|Benjamin Lavernhe|Côme Levin|Zita Hanrot|Sam Karmann,Romain Lévy,Mars Films,100,242243,196255,Comédie,https://fr.web.img6.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/medias/nmedia/18/85/39/18/20031934.jpg,France,2012-04-11,"En plein échec professionnel et sentimental, Ben, qui se rêvait comique à New York, est de retour à Paris. Il rencontre Alex, présentateur-vedette du Breakfast-club, le Morning star de la radio. Avec Cyril, un quadra mal assumé, et Arnold, le leader charismatique de la bande, ils font la pluie et le beau temps sur Blast FM. Très vite Ben est engagé : Il écrira pour eux. Alors qu’il a à peine rejoint l’équipe, un raz de marée frappe de plein fouet la station : l’audience du breakfast est en chute libre. C’est en bus qu’ils sillonneront les routes de France pour rencontrer et reconquérir leur public. Pour ces Parisiens arrogants, de ce road trip radiophonique naîtra un véritable parcours initiatique qui bousculera leurs certitudes.",Radiostars
